dataset,channel,frequency_bin,domain_score,domain_mask,fault_mask,quadrant
TEP,15,9,0.0694810226559639,0.7906705737113953,0.6335647702217102,fault_high_domain_high
TEP,15,10,0.06055830046534538,0.5994169116020203,0.6285975575447083,fault_high_domain_high
TEP,15,11,0.06189770624041557,0.6355684995651245,0.5857712626457214,fault_high_domain_high
TEP,15,12,0.07389342039823532,0.8559767007827759,0.657576322555542,fault_high_domain_high
TEP,15,13,0.060988541692495346,0.6104956269264221,0.6507331132888794,fault_high_domain_high
TEP,15,14,0.05364640802145004,0.3801749348640442,0.6381771564483643,fault_high_domain_low
TEP,15,15,0.05539144575595856,0.4309037923812866,0.6319777965545654,fault_high_domain_low
TEP,15,16,0.06237908825278282,0.6466472148895264,0.5822353959083557,fault_high_domain_high
TEP,15,17,0.05611349642276764,0.4588921368122101,0.7186799049377441,fault_high_domain_low
TEP,15,18,0.05662054196000099,0.47230321168899536,0.6892732977867126,fault_high_domain_low
TEP,15,19,0.05722639337182045,0.4897959232330322,0.6836094260215759,fault_high_domain_low
TEP,15,20,0.06896127760410309,0.7801749110221863,0.6235523223876953,fault_high_domain_high
TEP,15,21,0.05817949026823044,0.5253644585609436,0.6611135601997375,fault_high_domain_high
TEP,15,22,0.06407290697097778,0.6845480799674988,0.6406878232955933,fault_high_domain_high
TEP,15,23,0.061238572001457214,0.6192419528961182,0.6607177257537842,fault_high_domain_high
TEP,15,24,0.06530357152223587,0.7084547877311707,0.6306934952735901,fault_high_domain_high
TEP,15,25,0.06064504757523537,0.6017492413520813,0.6692889332771301,fault_high_domain_high
TEP,15,26,0.05568525195121765,0.43848395347595215,0.6328669190406799,fault_high_domain_low
TEP,15,27,0.07031813263893127,0.8069970607757568,0.6426950097084045,fault_high_domain_high
TEP,15,28,0.06884467601776123,0.7760933041572571,0.6372743248939514,fault_high_domain_high
TEP,15,29,0.060333024710416794,0.5912536382675171,0.6890978217124939,fault_high_domain_high
TEP,15,30,0.061577796936035156,0.6274052262306213,0.6229197978973389,fault_high_domain_high
TEP,15,31,0.061528775840997696,0.6250728964805603,0.6492982506752014,fault_high_domain_high
TEP,15,32,0.05697857216000557,0.4810495674610138,0.6271378397941589,fault_high_domain_low
TEP,16,0,0.04631401598453522,0.1492711305618286,0.3238692879676819,fault_low_domain_low
TEP,16,1,0.048740699887275696,0.23265306651592255,0.3376132845878601,fault_low_domain_low
TEP,16,2,0.05601005256175995,0.45539358258247375,0.2809167802333832,fault_low_domain_low
TEP,16,3,0.04583333805203438,0.1387755125761032,0.29877370595932007,fault_low_domain_low
TEP,16,4,0.03876495733857155,0.02857142873108387,0.29829978942871094,fault_low_domain_low
TEP,16,5,0.04201917722821236,0.06472302973270416,0.27486559748649597,fault_low_domain_low
TEP,16,6,0.04468219354748726,0.1113702654838562,0.27426913380622864,fault_low_domain_low
TEP,16,7,0.04860474541783333,0.22740525007247925,0.30794697999954224,fault_low_domain_low
TEP,16,8,0.04971805587410927,0.25772595405578613,0.3271637558937073,fault_low_domain_low
TEP,16,9,0.060380734503269196,0.5935860276222229,0.31727248430252075,fault_low_domain_high
TEP,16,10,0.05385521799325943,0.38367345929145813,0.27280160784721375,fault_low_domain_low
TEP,16,11,0.05200649052858353,0.323615163564682,0.28318193554878235,fault_low_domain_low
TEP,16,12,0.052600882947444916,0.3393585979938507,0.2987457811832428,fault_low_domain_low
TEP,16,13,0.04362759739160538,0.0903790071606636,0.29703518748283386,fault_low_domain_low
TEP,16,14,0.06283863633871078,0.6594752073287964,0.28001999855041504,fault_low_domain_high
TEP,16,15,0.061295829713344574,0.6204081773757935,0.289251446723938,fault_low_domain_high
TEP,16,16,0.053127218037843704,0.36093294620513916,0.3540729880332947,fault_low_domain_low
TEP,16,17,0.04908895492553711,0.2384839653968811,0.37697866559028625,fault_low_domain_low
TEP,16,18,0.057586558163166046,0.5119533538818359,0.33095690608024597,fault_low_domain_high
TEP,16,19,0.05045196786522865,0.2781341075897217,0.3191199004650116,fault_low_domain_low
TEP,16,20,0.045059047639369965,0.12244898080825806,0.2866186201572418,fault_low_domain_low
TEP,16,21,0.05032067000865936,0.27346938848495483,0.34698447585105896,fault_low_domain_low
TEP,16,22,0.06942521035671234,0.78950434923172,0.2982339560985565,fault_low_domain_high
TEP,16,23,0.047240693122148514,0.18425655364990234,0.29506537318229675,fault_low_domain_low
TEP,16,24,0.04582938179373741,0.13819241523742676,0.28776055574417114,fault_low_domain_low
TEP,16,25,0.050008468329906464,0.2670553922653198,0.45918336510658264,fault_low_domain_low
TEP,16,26,0.05417150631546974,0.39125365018844604,0.282205730676651,fault_low_domain_low
TEP,16,27,0.046616002917289734,0.16209912300109863,0.3338022530078888,fault_low_domain_low
TEP,16,28,0.0525028221309185,0.3370262384414673,0.3839581310749054,fault_low_domain_low
TEP,16,29,0.042416591197252274,0.07288629561662674,0.3327763080596924,fault_low_domain_low
TEP,16,30,0.045663852244615555,0.13469387590885162,0.30395013093948364,fault_low_domain_low
TEP,16,31,0.04113456606864929,0.052478134632110596,0.2913372814655304,fault_low_domain_low
TEP,16,32,0.05052774399518967,0.27988338470458984,0.3497660756111145,fault_low_domain_low
TEP,17,0,0.07940421998500824,0.9072886109352112,0.6595891714096069,fault_high_domain_high
TEP,17,1,0.14151430130004883,0.991253674030304,0.5930031538009644,fault_high_domain_high
TEP,17,2,0.09886767715215683,0.9784256815910339,0.707914412021637,fault_high_domain_high
TEP,17,3,0.09034551680088043,0.9609329700469971,0.7602261900901794,fault_high_domain_high
TEP,17,4,0.09234767407178879,0.9702624082565308,0.7444367408752441,fault_high_domain_high
TEP,17,5,0.08806076645851135,0.9527696967124939,0.75184166431427,fault_high_domain_high
TEP,17,6,0.07132010161876678,0.8227404952049255,0.7103302478790283,fault_high_domain_high
TEP,17,7,0.08367421478033066,0.9329445958137512,0.7708802819252014,fault_high_domain_high
TEP,17,8,0.07618722319602966,0.8833819031715393,0.685762345790863,fault_high_domain_high
TEP,17,9,0.07238828390836716,0.8361515998840332,0.7347660660743713,fault_high_domain_high
TEP,17,10,0.07722897827625275,0.8886297345161438,0.6610329151153564,fault_high_domain_high
TEP,17,11,0.07860029488801956,0.9008746147155762,0.6123861074447632,fault_high_domain_high
TEP,17,12,0.0913587436079979,0.9655976891517639,0.6734287142753601,fault_high_domain_high
TEP,17,13,0.08570638298988342,0.9434402585029602,0.6416875123977661,fault_high_domain_high
TEP,17,14,0.07645628601312637,0.8862974047660828,0.6436477899551392,fault_high_domain_high
TEP,17,15,0.08202449232339859,0.924781322479248,0.6419867873191833,fault_high_domain_high
TEP,17,16,0.0914754644036293,0.9667638540267944,0.6671199798583984,fault_high_domain_high
TEP,17,17,0.08269640803337097,0.9271137118339539,0.6563212275505066,fault_high_domain_high
TEP,17,18,0.09108351171016693,0.9644314646720886,0.643088698387146,fault_high_domain_high
TEP,17,19,0.09342916309833527,0.9737609624862671,0.6520724296569824,fault_high_domain_high
TEP,17,20,0.08648313581943512,0.9457725882530212,0.633169949054718,fault_high_domain_high
TEP,17,21,0.09158800542354584,0.967930018901825,0.631738007068634,fault_high_domain_high
TEP,17,22,0.09195442497730255,0.9696792960166931,0.6372917890548706,fault_high_domain_high
TEP,17,23,0.0893688052892685,0.9580174684524536,0.6361141800880432,fault_high_domain_high
TEP,17,24,0.09759316593408585,0.9772594571113586,0.6418483853340149,fault_high_domain_high
TEP,17,25,0.08581993728876114,0.9440233111381531,0.6327645778656006,fault_high_domain_high
TEP,17,26,0.09323866665363312,0.9720116853713989,0.6258562803268433,fault_high_domain_high
TEP,17,27,0.09299223870038986,0.9708454608917236,0.6409720778465271,fault_high_domain_high
TEP,17,28,0.09056411683559418,0.9620991349220276,0.6305987238883972,fault_high_domain_high
TEP,17,29,0.09417840093374252,0.9749271273612976,0.6452662944793701,fault_high_domain_high
TEP,17,30,0.08763476461172104,0.9510204195976257,0.6338644623756409,fault_high_domain_high
TEP,17,31,0.09039205312728882,0.9615160226821899,0.633135974407196,fault_high_domain_high
TEP,17,32,0.08551154285669327,0.941690981388092,0.6353316903114319,fault_high_domain_high
TEP,18,0,0.07724042981863022,0.8892128467559814,0.5391783714294434,fault_high_domain_high
TEP,18,1,0.13784635066986084,0.9895043969154358,0.5829190611839294,fault_high_domain_high
TEP,18,2,0.09331848472356796,0.9731778502464294,0.638689398765564,fault_high_domain_high
TEP,18,3,0.0843886286020279,0.935276985168457,0.6907726526260376,fault_high_domain_high
TEP,18,4,0.09086936712265015,0.9632652997970581,0.6305583715438843,fault_high_domain_high
TEP,18,5,0.08297383785247803,0.928862988948822,0.7280178666114807,fault_high_domain_high
TEP,18,6,0.07569418847560883,0.8763848543167114,0.6997288465499878,fault_high_domain_high
TEP,18,7,0.0757450982928276,0.8775510191917419,0.6995308995246887,fault_high_domain_high
TEP,18,8,0.07733180373907089,0.8909621238708496,0.6786401271820068,fault_high_domain_high
TEP,18,9,0.07705976068973541,0.8880466222763062,0.7125514149665833,fault_high_domain_high
TEP,18,10,0.06991682946681976,0.800000011920929,0.6987243294715881,fault_high_domain_high
TEP,18,11,0.07128353416919708,0.821574330329895,0.7118121385574341,fault_high_domain_high
TEP,18,12,0.08225136995315552,0.9259475469589233,0.6635826826095581,fault_high_domain_high
TEP,18,13,0.06885766237974167,0.7772594690322876,0.662861704826355,fault_high_domain_high
TEP,18,14,0.06778953969478607,0.7498542070388794,0.6367675065994263,fault_high_domain_high
TEP,18,15,0.0753849595785141,0.8740524649620056,0.661967396736145,fault_high_domain_high
TEP,18,16,0.08456841111183167,0.9370262622833252,0.6472289562225342,fault_high_domain_high
TEP,18,17,0.07130885124206543,0.8221574425697327,0.6325669288635254,fault_high_domain_high
TEP,18,18,0.06198256462812424,0.6396501660346985,0.6379644870758057,fault_high_domain_high
TEP,18,19,0.0640687495470047,0.6839650273323059,0.6244234442710876,fault_high_domain_high
TEP,18,20,0.08142784237861633,0.9201166033744812,0.6481205224990845,fault_high_domain_high
TEP,18,21,0.07615368813276291,0.8816326260566711,0.6380720138549805,fault_high_domain_high
TEP,18,22,0.06483455747365952,0.7026239037513733,0.6555153727531433,fault_high_domain_high
TEP,18,23,0.06902472674846649,0.7825073003768921,0.6274049282073975,fault_high_domain_high
TEP,18,24,0.08445467054843903,0.9358600378036499,0.5985342860221863,fault_high_domain_high
TEP,18,25,0.07404711097478867,0.8588921427726746,0.6221877336502075,fault_high_domain_high
TEP,18,26,0.06851828843355179,0.7673469185829163,0.6316072344779968,fault_high_domain_high
TEP,18,27,0.06620435416698456,0.7230320572853088,0.6516841650009155,fault_high_domain_high
TEP,18,28,0.08773664385080338,0.9521865844726562,0.6699489951133728,fault_high_domain_high
TEP,18,29,0.0692596286535263,0.7854227423667908,0.6046130061149597,fault_high_domain_high
TEP,18,30,0.07328657805919647,0.8466472029685974,0.6126507520675659,fault_high_domain_high
TEP,18,31,0.05812598392367363,0.5241982340812683,0.5983139276504517,fault_high_domain_high
TEP,18,32,0.06983456015586853,0.7953352928161621,0.6190043091773987,fault_high_domain_high
TEP,19,0,0.05645088851451874,0.46588921546936035,0.575560450553894,fault_high_domain_low
TEP,19,1,0.1960172802209854,0.9988338351249695,0.5789512991905212,fault_high_domain_high
TEP,19,2,0.07909481972455978,0.9061224460601807,0.621468186378479,fault_high_domain_high
TEP,19,3,0.06542341411113739,0.709621012210846,0.6629300117492676,fault_high_domain_high
TEP,19,4,0.06507862359285355,0.705539345741272,0.6584771275520325,fault_high_domain_high
TEP,19,5,0.08198853582143784,0.9241982698440552,0.6621522307395935,fault_high_domain_high
TEP,19,6,0.07427842915058136,0.8612244725227356,0.6522535681724548,fault_high_domain_high
TEP,19,7,0.07134287059307098,0.8250728845596313,0.6515922546386719,fault_high_domain_high
TEP,19,8,0.0887487530708313,0.9562682509422302,0.6671308875083923,fault_high_domain_high
TEP,19,9,0.0856674388051033,0.9428571462631226,0.653084397315979,fault_high_domain_high
TEP,19,10,0.05732698366045952,0.49854227900505066,0.6864383220672607,fault_high_domain_low
TEP,19,11,0.060598649084568024,0.6005830764770508,0.6440714597702026,fault_high_domain_high
TEP,19,12,0.06679186969995499,0.737609326839447,0.6941928863525391,fault_high_domain_high
TEP,19,13,0.0723373293876648,0.8355684876441956,0.6417420506477356,fault_high_domain_high
TEP,19,14,0.057229235768318176,0.4903790056705475,0.673616886138916,fault_high_domain_low
TEP,19,15,0.06352777779102325,0.6711370348930359,0.6743483543395996,fault_high_domain_high
TEP,19,16,0.06896106898784637,0.7795918583869934,0.6744275689125061,fault_high_domain_high
TEP,19,17,0.07641876488924026,0.8851311802864075,0.6539738178253174,fault_high_domain_high
TEP,19,18,0.07010025531053543,0.80233234167099,0.6613067388534546,fault_high_domain_high
TEP,19,19,0.06677267700433731,0.7370262145996094,0.6482603549957275,fault_high_domain_high
TEP,19,20,0.06438467651605606,0.6909620761871338,0.6797959208488464,fault_high_domain_high
TEP,19,21,0.057837583124637604,0.5177842378616333,0.657357394695282,fault_high_domain_high
TEP,19,22,0.04565361514687538,0.13411079347133636,0.6490001678466797,fault_high_domain_low
TEP,19,23,0.06250399351119995,0.649562656879425,0.6220448613166809,fault_high_domain_high
TEP,19,24,0.06556224077939987,0.7137026190757751,0.6379566192626953,fault_high_domain_high
TEP,19,25,0.07126335054636002,0.8204081654548645,0.6495006680488586,fault_high_domain_high
TEP,19,26,0.07576563954353333,0.8787171840667725,0.5982820391654968,fault_high_domain_high
TEP,19,27,0.07525274902582169,0.8728863000869751,0.6517096757888794,fault_high_domain_high
TEP,19,28,0.06347187608480453,0.6699708700180054,0.6503082513809204,fault_high_domain_high
TEP,19,29,0.0724460631608963,0.8367347121238708,0.7081496119499207,fault_high_domain_high
TEP,19,30,0.056555937975645065,0.47113701701164246,0.6403204202651978,fault_high_domain_low
TEP,19,31,0.055691950023174286,0.4390670657157898,0.6902044415473938,fault_high_domain_low
TEP,19,32,0.04190433397889137,0.06239067018032074,0.6494414806365967,fault_high_domain_low
TEP,20,0,0.07853085547685623,0.899125337600708,0.5149812698364258,fault_high_domain_high
TEP,20,1,0.156468465924263,0.9941691160202026,0.7323407530784607,fault_high_domain_high
TEP,20,2,0.055879488587379456,0.44897958636283875,0.5544884204864502,fault_high_domain_low
TEP,20,3,0.06952854990959167,0.7912536263465881,0.4390740394592285,fault_low_domain_high
TEP,20,4,0.07134079188108444,0.8244897723197937,0.3618532717227936,fault_low_domain_high
TEP,20,5,0.07347443699836731,0.8483964800834656,0.47169023752212524,fault_low_domain_high
TEP,20,6,0.06840725243091583,0.7626821994781494,0.4047994911670685,fault_low_domain_high
TEP,20,7,0.05929189547896385,0.5597667694091797,0.48088136315345764,fault_low_domain_high
TEP,20,8,0.05135411024093628,0.3026238977909088,0.5011797547340393,fault_high_domain_low
TEP,20,9,0.0502031035721302,0.27172011137008667,0.3732556998729706,fault_low_domain_low
TEP,20,10,0.051411714404821396,0.3037900924682617,0.4580940306186676,fault_low_domain_low
TEP,20,11,0.04796227812767029,0.20466472208499908,0.42569535970687866,fault_low_domain_low
TEP,20,12,0.04113205149769783,0.05189504474401474,0.44053003191947937,fault_low_domain_low
TEP,20,13,0.05270891264081001,0.34402331709861755,0.48015424609184265,fault_low_domain_low
TEP,20,14,0.04531506821513176,0.12886297702789307,0.3995412290096283,fault_low_domain_low
TEP,20,15,0.048363905400037766,0.21982507407665253,0.3967837989330292,fault_low_domain_low
TEP,20,16,0.048557259142398834,0.22623907029628754,0.36006999015808105,fault_low_domain_low
TEP,20,17,0.04524245113134384,0.1259475201368332,0.38462480902671814,fault_low_domain_low
TEP,20,18,0.05271214246749878,0.3446063995361328,0.400931179523468,fault_low_domain_low
TEP,20,19,0.03831309452652931,0.022740524262189865,0.4045689105987549,fault_low_domain_low
TEP,20,20,0.04028639197349548,0.0419825054705143,0.43849241733551025,fault_low_domain_low
TEP,20,21,0.04169197008013725,0.06005831062793732,0.3914564549922943,fault_low_domain_low
TEP,20,22,0.04848996177315712,0.22448979318141937,0.3777904212474823,fault_low_domain_low
TEP,20,23,0.04484547674655914,0.11603498458862305,0.38792622089385986,fault_low_domain_low
TEP,20,24,0.043731510639190674,0.09096209704875946,0.40112605690956116,fault_low_domain_low
TEP,20,25,0.04466148093342781,0.11078717559576035,0.344168484210968,fault_low_domain_low
TEP,20,26,0.05306871980428696,0.359183669090271,0.39795321226119995,fault_low_domain_low
TEP,20,27,0.049676764756441116,0.2542273998260498,0.37034842371940613,fault_low_domain_low
TEP,20,28,0.054795194417238235,0.41107872128486633,0.3902934193611145,fault_low_domain_low
TEP,20,29,0.07467024028301239,0.8670554161071777,0.4050470292568207,fault_low_domain_high
TEP,20,30,0.052046194672584534,0.32594752311706543,0.3616384267807007,fault_low_domain_low
TEP,20,31,0.07214809954166412,0.834402322769165,0.352028489112854,fault_low_domain_high
TEP,20,32,0.05336349830031395,0.3708454668521881,0.2910424470901489,fault_low_domain_low
TEP,21,0,0.07308097183704376,0.8437317609786987,0.4240407347679138,fault_low_domain_high
TEP,21,1,0.08482769876718521,0.9393585920333862,0.7353386878967285,fault_high_domain_high
TEP,21,2,0.04044678434729576,0.04431486874818802,0.6203474998474121,fault_high_domain_low
TEP,21,3,0.04210162162780762,0.06647230684757233,0.5733648538589478,fault_high_domain_low
TEP,21,4,0.05442920699715614,0.3988338112831116,0.5404875874519348,fault_high_domain_low
TEP,21,5,0.05566646158695221,0.4379008710384369,0.4055497348308563,fault_low_domain_low
TEP,21,6,0.06504802405834198,0.7049562931060791,0.3739965558052063,fault_low_domain_high
TEP,21,7,0.07487110793590546,0.8693877458572388,0.4773804843425751,fault_low_domain_high
TEP,21,8,0.07644949853420258,0.8857142925262451,0.41066884994506836,fault_low_domain_high
TEP,21,9,0.0738784521818161,0.8553935885429382,0.47683894634246826,fault_low_domain_high
TEP,21,10,0.07575834542512894,0.8781341314315796,0.3061560392379761,fault_low_domain_high
TEP,21,11,0.06419513374567032,0.6862973570823669,0.2699238061904907,fault_low_domain_high
TEP,21,12,0.06966971606016159,0.793586015701294,0.43790435791015625,fault_low_domain_high
TEP,21,13,0.07445033639669418,0.8647230267524719,0.27679646015167236,fault_low_domain_high
TEP,21,14,0.06467970460653305,0.6967930197715759,0.3724406063556671,fault_low_domain_high
TEP,21,15,0.06010056659579277,0.5871720314025879,0.3432157337665558,fault_low_domain_high
TEP,21,16,0.058198701590299606,0.5265306234359741,0.403927743434906,fault_low_domain_high
TEP,21,17,0.05039862170815468,0.2763848304748535,0.38611188530921936,fault_low_domain_low
TEP,21,18,0.05274053290486336,0.346355676651001,0.39061108231544495,fault_low_domain_low
TEP,21,19,0.04405854269862175,0.09912536293268204,0.4080341160297394,fault_low_domain_low
TEP,21,20,0.04863893985748291,0.22915451228618622,0.38024312257766724,fault_low_domain_low
TEP,21,21,0.04837172105908394,0.22040815651416779,0.2887038588523865,fault_low_domain_low
TEP,21,22,0.05069519951939583,0.2845481038093567,0.5409548282623291,fault_high_domain_low
TEP,21,23,0.05115649849176407,0.29562681913375854,0.31122487783432007,fault_low_domain_low
TEP,21,24,0.05631909891963005,0.46297377347946167,0.2916294038295746,fault_low_domain_low
TEP,21,25,0.04799573868513107,0.2069970816373825,0.38685616850852966,fault_low_domain_low
TEP,21,26,0.06640264391899109,0.7282798886299133,0.4503082036972046,fault_low_domain_high
TEP,21,27,0.04787074774503708,0.2017492651939392,0.3276669383049011,fault_low_domain_low
TEP,21,28,0.05349831283092499,0.37551021575927734,0.2814343273639679,fault_low_domain_low
TEP,21,29,0.04162723198533058,0.05889212712645531,0.29697132110595703,fault_low_domain_low
TEP,21,30,0.06000160425901413,0.5830903649330139,0.3493979871273041,fault_low_domain_high
TEP,21,31,0.046897318214178085,0.1731778383255005,0.39572256803512573,fault_low_domain_low
TEP,21,32,0.046534862369298935,0.15626822412014008,0.3803049921989441,fault_low_domain_low
TEP,22,0,0.010282640345394611,0.0,0.37760621309280396,fault_low_domain_low
TEP,22,1,0.1160222589969635,0.9854227304458618,0.5459915995597839,fault_high_domain_high
TEP,22,2,0.06823714822530746,0.7580174803733826,0.40777313709259033,fault_low_domain_high
TEP,22,3,0.07033637911081314,0.8075801730155945,0.42462414503097534,fault_low_domain_high
TEP,22,4,0.06120124086737633,0.6180757880210876,0.5506647825241089,fault_high_domain_high
TEP,22,5,0.07972513884305954,0.9090378880500793,0.37179407477378845,fault_low_domain_high
TEP,22,6,0.055662691593170166,0.43731778860092163,0.4960222840309143,fault_low_domain_low
TEP,22,7,0.07675394415855408,0.8868804574012756,0.6278132200241089,fault_high_domain_high
TEP,22,8,0.07863786071538925,0.9020408391952515,0.47794970870018005,fault_low_domain_high
TEP,22,9,0.0687880590558052,0.7749271392822266,0.3807004392147064,fault_low_domain_high
TEP,22,10,0.05756004527211189,0.5096209645271301,0.630059003829956,fault_high_domain_high
TEP,22,11,0.07327765226364136,0.8460641503334045,0.698757529258728,fault_high_domain_high
TEP,22,12,0.07082778215408325,0.8139941692352295,0.38573703169822693,fault_low_domain_high
TEP,22,13,0.05649920552968979,0.4676384925842285,0.6079840064048767,fault_high_domain_low
TEP,22,14,0.06690718233585358,0.7399417161941528,0.2662103772163391,fault_low_domain_high
TEP,22,15,0.0898764356970787,0.9597667455673218,0.42177119851112366,fault_low_domain_high
TEP,22,16,0.05939590930938721,0.5644314885139465,0.2711005210876465,fault_low_domain_high
TEP,22,17,0.07862231880426407,0.9014577269554138,0.438921183347702,fault_low_domain_high
TEP,22,18,0.07075101882219315,0.8122448921203613,0.2821177542209625,fault_low_domain_high
TEP,22,19,0.05534987896680832,0.4297375977039337,0.5391704440116882,fault_high_domain_low
TEP,22,20,0.06045319139957428,0.5959183573722839,0.39539915323257446,fault_low_domain_high
TEP,22,21,0.061277762055397034,0.6198250651359558,0.6212551593780518,fault_high_domain_high
TEP,22,22,0.04753468185663223,0.19183672964572906,0.631942093372345,fault_high_domain_low
TEP,22,23,0.0633353665471077,0.6688046455383301,0.4295727014541626,fault_low_domain_high
TEP,22,24,0.0628848448395729,0.6612244844436646,0.5003491044044495,fault_high_domain_high
TEP,22,25,0.0533454604446888,0.36909621953964233,0.6041728854179382,fault_high_domain_low
TEP,22,26,0.037789057940244675,0.019825072959065437,0.471176415681839,fault_low_domain_low
TEP,22,27,0.05201864615082741,0.32419824600219727,0.40027984976768494,fault_low_domain_low
TEP,22,28,0.05216805636882782,0.32827988266944885,0.5486238598823547,fault_high_domain_low
TEP,22,29,0.04297193884849548,0.0798833817243576,0.531960129737854,fault_high_domain_low
TEP,22,30,0.04018964245915413,0.040816325694322586,0.5496320724487305,fault_high_domain_low
TEP,22,31,0.037120841443538666,0.015160350129008293,0.5901960730552673,fault_high_domain_low
TEP,22,32,0.04421905055642128,0.10495626926422119,0.41453537344932556,fault_low_domain_low
TEP,23,0,0.07514631748199463,0.8717201352119446,0.560343861579895,fault_high_domain_high
TEP,23,1,0.07742518931627274,0.8915451765060425,0.6212389469146729,fault_high_domain_high
TEP,23,2,0.06960143148899078,0.7930029034614563,0.438722163438797,fault_low_domain_high
TEP,23,3,0.06105305626988411,0.6110787391662598,0.35471346974372864,fault_low_domain_high
TEP,23,4,0.053409989923238754,0.3731778562068939,0.4426794946193695,fault_low_domain_low
TEP,23,5,0.0715378150343895,0.8268221616744995,0.3751916289329529,fault_low_domain_high
TEP,23,6,0.07766970992088318,0.8944606184959412,0.2610228955745697,fault_low_domain_high
TEP,23,7,0.05974972993135452,0.5743440389633179,0.3642723560333252,fault_low_domain_high
TEP,23,8,0.06119906157255173,0.6174927353858948,0.2661128640174866,fault_low_domain_high
TEP,23,9,0.06893092393875122,0.7784256339073181,0.29661452770233154,fault_low_domain_high
TEP,23,10,0.0693194791674614,0.7865889072418213,0.2846945822238922,fault_low_domain_high
TEP,23,11,0.06789334118366241,0.7539358735084534,0.2778610289096832,fault_low_domain_high
TEP,23,12,0.08887369185686111,0.9568513035774231,0.2919040322303772,fault_low_domain_high
TEP,23,13,0.07832640409469604,0.8973761200904846,0.31456032395362854,fault_low_domain_high
TEP,23,14,0.06273334473371506,0.6571428775787354,0.3365006148815155,fault_low_domain_high
TEP,23,15,0.06869383901357651,0.7708454728126526,0.317230761051178,fault_low_domain_high
TEP,23,16,0.0695715844631195,0.7918367385864258,0.2868864834308624,fault_low_domain_high
TEP,23,17,0.06987599283456802,0.7982507348060608,0.3217427134513855,fault_low_domain_high
TEP,23,18,0.06168877333402634,0.6291545033454895,0.32017800211906433,fault_low_domain_high
TEP,23,19,0.07394779473543167,0.8583090305328369,0.3146558403968811,fault_low_domain_high
TEP,23,20,0.07301416993141174,0.8425655961036682,0.2862081527709961,fault_low_domain_high
TEP,23,21,0.055827900767326355,0.4466472268104553,0.32705220580101013,fault_low_domain_low
TEP,23,22,0.04753817617893219,0.19300290942192078,0.29694864153862,fault_low_domain_low
TEP,23,23,0.06426949054002762,0.6874635815620422,0.2841724455356598,fault_low_domain_high
TEP,23,24,0.05460011959075928,0.4064140021800995,0.2600266933441162,fault_low_domain_low
TEP,23,25,0.04519712179899216,0.12419825047254562,0.29079771041870117,fault_low_domain_low
TEP,23,26,0.04307975620031357,0.08163265138864517,0.27292007207870483,fault_low_domain_low
TEP,23,27,0.04689600691199303,0.17259475588798523,0.35645976662635803,fault_low_domain_low
TEP,23,28,0.03983026742935181,0.03848396614193916,0.3879850506782532,fault_low_domain_low
TEP,23,29,0.036876074969768524,0.013994169421494007,0.30330756306648254,fault_low_domain_low
TEP,23,30,0.04042258858680725,0.04314868897199631,0.35378581285476685,fault_low_domain_low
TEP,23,31,0.034801799803972244,0.005247813183814287,0.40918228030204773,fault_low_domain_low
TEP,23,32,0.03610644116997719,0.011078717187047005,0.27250710129737854,fault_low_domain_low
TEP,24,0,0.07522603124380112,0.8723031878471375,0.46639135479927063,fault_low_domain_high
TEP,24,1,0.14307481050491333,0.9918367266654968,0.5889673829078674,fault_high_domain_high
TEP,24,2,0.0678379163146019,0.7527697086334229,0.5006052851676941,fault_high_domain_high
TEP,24,3,0.05044219270348549,0.2775510251522064,0.5660861730575562,fault_high_domain_low
TEP,24,4,0.07980258017778397,0.909621000289917,0.47688931226730347,fault_low_domain_high
TEP,24,5,0.06806661188602448,0.756851315498352,0.6787943840026855,fault_high_domain_high
TEP,24,6,0.06785011291503906,0.7533527612686157,0.5961882472038269,fault_high_domain_high
TEP,24,7,0.08100432902574539,0.9172011613845825,0.5373345017433167,fault_high_domain_high
TEP,24,8,0.06265339255332947,0.653644323348999,0.5239459276199341,fault_high_domain_high
TEP,24,9,0.07305803894996643,0.8431487083435059,0.30617767572402954,fault_low_domain_high
TEP,24,10,0.054509978741407394,0.40174928307533264,0.315565288066864,fault_low_domain_low
TEP,24,11,0.07220122218132019,0.8349854350090027,0.46602514386177063,fault_low_domain_high
TEP,24,12,0.07916398346424103,0.9067055583000183,0.3875765800476074,fault_low_domain_high
TEP,24,13,0.05339408293366432,0.372011661529541,0.483158141374588,fault_low_domain_low
TEP,24,14,0.0544179230928421,0.3982507288455963,0.3540811836719513,fault_low_domain_low
TEP,24,15,0.07001853734254837,0.8017492890357971,0.3947816491127014,fault_low_domain_high
TEP,24,16,0.06623470783233643,0.724781334400177,0.2707720994949341,fault_low_domain_high
TEP,24,17,0.07510140538215637,0.8705539107322693,0.3665783107280731,fault_low_domain_high
TEP,24,18,0.05589786544442177,0.45014578104019165,0.45205122232437134,fault_low_domain_low
TEP,24,19,0.047918662428855896,0.20408163964748383,0.45591673254966736,fault_low_domain_low
TEP,24,20,0.06461171060800552,0.6956267952919006,0.44414663314819336,fault_low_domain_high
TEP,24,21,0.051221899688243866,0.2991253733634949,0.4896024763584137,fault_low_domain_low
TEP,24,22,0.042488280683755875,0.0746355652809143,0.3620047867298126,fault_low_domain_low
